Ngay,Nhiet do,Nang,Mua
04/07/2020,28.4,8.1,1
05/07/2020,29.2,11.3,0
06/07/2020,29.4,11.2,0
07/07/2020,30,11.2,0
08/07/2020,30,11.6,0
09/07/2020,30.4,11.6,0
10/07/2020,31.6,11.5,0
11/07/2020,30,11.2,0.2
12/07/2020,28.7,10.7,4.4
13/07/2020,29.4,11.4,0
14/07/2020,29.6,10.9,0
15/07/2020,29.1,11.4,0
16/07/2020,28.4,11.7,0
17/07/2020,29.6,11.6,0
18/07/2020,30.1,11.3,0
19/07/2020,30,11.2,0
20/07/2020,30.4,10.9,0
21/07/2020,30.2,11.6,0
22/07/2020,28.7,10.7,0
23/07/2020,29.2,11.7,0
24/07/2020,29.5,11.1,0
25/07/2020,29.6,9.5,0
26/07/2020,30.1,10.8,0
27/07/2020,30.6,11.1,0
28/07/2020,29.2,8.5,7.8
29/07/2020,29.7,11.4,0
30/07/2020,30,7.9,0
31/07/2020,26.9,0.3,14.3
01/08/2020,26.4,0,11
02/08/2020,28,4.2,8.3
03/08/2020,29,5.4,2.4
04/08/2020,29.8,5.8,0.5
05/08/2020,30,1.2,0
06/08/2020,29.4,10.1,0
07/08/2020,29,11,0
08/08/2020,29.3,11.3,0
09/08/2020,29.6,10,0
10/08/2020,30.9,10.6,0
11/08/2020,29.4,6.2,23.1
12/08/2020,28.4,5.4,81.7
13/08/2020,28,0.5,0
14/08/2020,28,0,0
15/08/2020,27.5,3.3,4.3
16/08/2020,27.6,8.4,2.7
17/08/2020,27.6,9.1,1.7
18/08/2020,27.6,8.4,2.6
19/08/2020,28.2,7.5,0
20/08/2020,28,6.6,0
21/08/2020,27.6,7.8,0
22/08/2020,27.5,6.9,15.1
23/08/2020,28.3,7.9,0
24/08/2020,29.4,7,0
25/08/2020,30.2,10.5,0
26/08/2020,30.6,8.1,0
27/08/2020,29.6,3.7,0
28/08/2020,30.4,10.7,0
29/08/2020,29.8,9.1,0
30/08/2020,29.5,10.8,0
31/08/2020,29.6,10.4,0
01/09/2020,28.2,7.5,0
02/09/2020,29.6,10.4,0
03/09/2020,29.4,10,0
04/09/2020,29.6,9.6,0
05/09/2020,30.1,9.7,0
06/09/2020,30.5,10.1,0
07/09/2020,30.4,9.8,0
08/09/2020,27.9,9.4,14.6
09/09/2020,28.1,9.9,0
10/09/2020,28.6,10.3,0
11/09/2020,29,10.7,0
12/09/2020,28.8,9.6,0
13/09/2020,28.6,9.8,0
14/09/2020,29.4,10.7,0
15/09/2020,29.2,10.4,0
16/09/2020,29.4,8.8,0
17/09/2020,26.4,0,25.1
18/09/2020,27.2,1.2,157.1
19/09/2020,28,2.7,3
20/09/2020,27.4,0,1.6
21/09/2020,27.5,0.3,0.3
22/09/2020,28.6,9.4,0
23/09/2020,28.6,9.7,0
24/09/2020,28.2,9.8,0
25/09/2020,28.2,9.2,0
26/09/2020,28.8,9,0
27/09/2020,28.6,5.8,0
28/09/2020,28.6,7.7,0
29/09/2020,27.7,5.7,23.4
30/09/2020,27.4,8.4,0
01/10/2020,28,6.7,0
02/10/2020,27.4,5.6,27.4
03/10/2020,26.5,0.6,23.5
04/10/2020,27.8,8.5,0
05/10/2020,28,8.9,0.2
06/10/2020,25,0,60.6
07/10/2020,25.6,0,269.8
08/10/2020,25.1,0,165
09/10/2020,24.5,0,560.5
10/10/2020,25,0,163.7
11/10/2020,24.6,0,171
12/10/2020,24.7,0,289.9
13/10/2020,24.4,0,220.3
14/10/2020,25.5,0.8,6.1
15/10/2020,25.9,0.1,0.3
16/10/2020,25.1,0,150.8
17/10/2020,25.7,0,199.9
18/10/2020,25.6,0.1,56.1
19/10/2020,24.6,0,5.8
20/10/2020,23.1,0,51.2
21/10/2020,23.4,0.1,20.4
22/10/2020,21.6,0,0
23/10/2020,22.6,0.6,0
24/10/2020,22.9,1.5,0
25/10/2020,21.6,0,48.6
26/10/2020,24,6.5,0.6
27/10/2020,25.6,6.4,5.3
28/10/2020,24.2,0,102.5
29/10/2020,26.3,8.6,0
30/10/2020,25.5,3,0.6
31/10/2020,25.8,0.5,14.6
01/11/2020,25.8,3.9,0
02/11/2020,24.9,6.3,0.2
03/11/2020,23.9,1.2,3.6
04/11/2020,23.6,0,6.3
05/11/2020,22.6,0,26.4
06/11/2020,23.8,0,67.3
07/11/2020,23.6,0.9,10.7
08/11/2020,23.9,0.9,4.3
09/11/2020,24.6,0,2.5
10/11/2020,21.8,0,110.8
11/11/2020,23.6,0,89.4
12/11/2020,23.1,0.1,47.8
13/11/2020,22.4,3.7,1
14/11/2020,20.9,0,57.3
15/11/2020,23,0,73.7
16/11/2020,22.4,0.1,5.9
17/11/2020,24.3,3.4,0
18/11/2020,25.2,6.9,0
19/11/2020,25.8,6.3,0
20/11/2020,25.4,2.7,0
21/11/2020,24.8,6.4,0
22/11/2020,25,9.1,0
23/11/2020,24.2,4.6,12
24/11/2020,25.2,7.3,14.6
25/11/2020,25.2,2.5,16
26/11/2020,24.2,0.8,2
27/11/2020,24.4,3.5,6.5
28/11/2020,22.2,0,21.7
29/11/2020,21.3,0,111.2
30/11/2020,20.8,0,75.8
01/12/2020,21.4,0,130.8
02/12/2020,22.1,0,33.5
03/12/2020,21,0,8.7
04/12/2020,19.4,0,28.8
05/12/2020,18.7,0,23.3
06/12/2020,18.4,0,0.2
07/12/2020,19.3,0,7.6
08/12/2020,19.8,0,21.1
09/12/2020,19.4,0,0.5
10/12/2020,19.6,0,3.1
11/12/2020,20.9,0,2.6
12/12/2020,21.8,0,2.5
13/12/2020,23.7,5.7,0.1
14/12/2020,23.8,0.3,1.1
15/12/2020,24.4,1.7,8.7
16/12/2020,20.9,0,55.8
17/12/2020,19.2,0,15.9
18/12/2020,19.2,0,28.5
19/12/2020,17.4,0,34.5
20/12/2020,16,0,16.4
21/12/2020,15.3,0,8
22/12/2020,16,0,8.8
23/12/2020,17.2,0,1.6
24/12/2020,18.6,0,8.6
25/12/2020,19.2,0,12.9
26/12/2020,20.6,0.8,0
27/12/2020,21.4,0,0
28/12/2020,23.1,8.7,0
29/12/2020,22.2,7.3,0
30/12/2020,21.2,0,16.3
31/12/2020,17.8,0,85
01/01/2021,16.4,0,4.3
02/01/2021,16,0,0.1
03/01/2021,16.7,0,2.2
04/01/2021,17.3,0,8.8
05/01/2021,17.7,0,4.6
06/01/2021,18.6,0,11
07/01/2021,18.6,0,2
08/01/2021,17.2,0,51.1
09/01/2021,14.6,0,7.8
10/01/2021,14,0,8.5
11/01/2021,13.2,0,11.6
12/01/2021,12.7,0,3.5
13/01/2021,14.8,0,0
14/01/2021,16.1,4.2,0
15/01/2021,17.7,3,0
16/01/2021,19.4,7.1,0
17/01/2021,20.5,0.2,10.3
18/01/2021,16.1,0,42
19/01/2021,16.1,0,0
20/01/2021,19.4,5.2,0
21/01/2021,20.5,1.6,0.2
22/01/2021,20.1,0.1,1.1
23/01/2021,20.5,1.5,0
24/01/2021,21.6,8.8,0
25/01/2021,21.3,7.2,0
26/01/2021,21.8,6,0
27/01/2021,21.8,0,0
28/01/2021,21.3,0,0.3
29/01/2021,20.3,5.3,0
30/01/2021,19.7,7.2,0
31/01/2021,21.9,8,1
01/02/2021,21.6,9.5,0
02/02/2021,21.3,6.4,0
03/02/2021,21.8,8.6,2
04/02/2021,20.6,1.7,4
05/02/2021,21.8,0.9,16.2
06/02/2021,20.9,9.1,0
07/02/2021,22.4,8,0
08/02/2021,22.4,0,1.5
09/02/2021,20.1,1.4,17.2
10/02/2021,18.3,0,6.9
11/02/2021,18.4,10,0.1
12/02/2021,17.9,9.5,0
13/02/2021,18.1,9.4,0
14/02/2021,19.8,9.6,0
15/02/2021,20.3,9.9,0
16/02/2021,20.4,9.6,0.1
17/02/2021,22.6,8.6,0
18/02/2021,21.4,7.1,8.6
19/02/2021,21.8,8.9,2.9
20/02/2021,20,7.3,1.6
21/02/2021,19.3,9.4,0
22/02/2021,20.6,9.3,0
23/02/2021,20.6,9.5,0
24/02/2021,21.6,9.3,0
25/02/2021,22.7,8.7,0
26/02/2021,25.4,9.3,0
27/02/2021,24.3,0,0
28/02/2021,25.6,8.4,0
01/03/2021,25.7,6.5,0
02/03/2021,24,0,3.3
03/03/2021,21.1,0,3.2
04/03/2021,22.1,0.2,0
05/03/2021,24.2,6.3,0
06/03/2021,25.3,6.8,0
07/03/2021,23.8,0.1,0
08/03/2021,24.2,6.5,0
09/03/2021,24.6,8.5,0
10/03/2021,23.6,8.8,0
11/03/2021,23.9,9.4,0
12/03/2021,24.2,8.7,0
13/03/2021,23.8,7.9,0
14/03/2021,24,9.5,0
15/03/2021,23.9,9,0
16/03/2021,25,3.5,0
17/03/2021,25,5.4,0
18/03/2021,24.9,8.6,0
19/03/2021,24.9,8.4,0
20/03/2021,25.7,7.1,0
21/03/2021,26.4,3.3,0
22/03/2021,20.4,0,102.3
23/03/2021,18.8,0,3.6
24/03/2021,20.3,0,0
25/03/2021,22.9,4.8,0
26/03/2021,25,7.4,0
27/03/2021,25.8,8.4,0
28/03/2021,26,5.4,0
29/03/2021,27.6,8.1,0
30/03/2021,28.9,8.1,0
31/03/2021,28.7,9.1,0
01/04/2021,28.9,8.3,0
02/04/2021,25.6,0,11.8
03/04/2021,26,9.2,0
04/04/2021,25.6,7.5,0
05/04/2021,25.2,10,0
06/04/2021,25.4,9.9,0
07/04/2021,26.5,8.5,0
08/04/2021,26.2,7.9,0
09/04/2021,25.9,9.5,0
10/04/2021,25.7,6.9,0
11/04/2021,26.6,8.2,0
12/04/2021,25.7,10,0
13/04/2021,26,9.9,0
14/04/2021,26.4,6,0
15/04/2021,26.7,6.8,0
16/04/2021,27,5.4,0
17/04/2021,26.8,4.6,0
18/04/2021,26.7,10.2,0
19/04/2021,27.2,6.7,0
20/04/2021,27.4,7,0.2
21/04/2021,27.6,9,0
22/04/2021,27.5,8.4,0
23/04/2021,28.4,10.3,0
24/04/2021,29.2,10.1,0
25/04/2021,29.5,8.3,0
26/04/2021,29,6.3,0
27/04/2021,26.6,0.5,0
28/04/2021,26.6,9.6,0.1
29/04/2021,26.7,5.8,56.3
30/04/2021,25.6,4,0.2
01/05/2021,27.2,6.5,0
02/05/2021,27.6,7.7,0
03/05/2021,28.6,6.8,0
04/05/2021,29.2,8.3,0
05/05/2021,28.2,9.1,0
06/05/2021,28,8.2,0
07/05/2021,27.8,10.4,0
08/05/2021,27,10.5,0
09/05/2021,28.7,8.8,0
10/05/2021,28.5,6.9,0.2
11/05/2021,28.8,5.4,0
12/05/2021,28.9,6.4,0
13/05/2021,29.1,9.1,0
14/05/2021,29.7,7.9,0
15/05/2021,29.6,7.6,0
16/05/2021,30.2,11.4,0
17/05/2021,30.3,11.6,0
18/05/2021,30.2,11.2,0
19/05/2021,30.8,10.7,0
20/05/2021,30.3,9.6,0
21/05/2021,30.9,11.3,0
22/05/2021,30.9,11.2,0
23/05/2021,31,11.7,0
24/05/2021,28.8,4.7,0
25/05/2021,29.6,9.2,0
26/05/2021,29.6,11,0
27/05/2021,28.7,8.1,0
28/05/2021,29.3,9.1,1.5
29/05/2021,30.4,11.1,0
30/05/2021,31,11.6,0
31/05/2021,32.1,11.8,0
01/06/2021,32.5,11.5,0
02/06/2021,32.6,11.4,0
03/06/2021,32.7,9.7,0
04/06/2021,31.5,8.5,5
05/06/2021,27.2,2.9,1.8
06/06/2021,29.8,8.6,0
07/06/2021,30.6,5.9,0
08/06/2021,29.2,3.3,0
09/06/2021,29.5,3.8,0
10/06/2021,28.9,8.5,3.5
11/06/2021,29.4,3.8,0
12/06/2021,26.2,0,15.9
13/06/2021,28.5,4.9,0
14/06/2021,29.3,8.5,0
15/06/2021,29.8,10.4,0
16/06/2021,30,8.2,0
17/06/2021,31,11.2,0
18/06/2021,30.9,11.7,0
19/06/2021,31.8,11.7,0
20/06/2021,32.8,11.7,0
21/06/2021,32.4,11.5,0
22/06/2021,31.6,10.8,0
23/06/2021,32.2,9.8,0
24/06/2021,30.8,9.1,0
25/06/2021,29.6,8.2,5.8
26/06/2021,29.8,7.6,0
27/06/2021,30.5,11.4,0
28/06/2021,32,11.6,0
29/06/2021,33.2,11.7,0
30/06/2021,31.8,11.2,0
01/07/2021,31,11.3,0
02/07/2021,31.3,11.6,0
03/07/2021,30.8,11.8,0
04/07/2021,31.6,10.8,0
05/07/2021,31.2,10.1,0
06/07/2021,27,0,19.5
07/07/2021,27,0,2.2
08/07/2021,27.4,6,2.3
09/07/2021,28.1,10.7,0
10/07/2021,28.1,10.7,0
11/07/2021,29.4,11.6,0
12/07/2021,28.4,10,0
13/07/2021,28.4,11.2,0
14/07/2021,28.9,11.7,0
15/07/2021,29.5,11.3,0
16/07/2021,28.5,7.1,0
17/07/2021,28.9,11.7,0
18/07/2021,29.8,10.1,2.3
19/07/2021,30,9.2,0
20/07/2021,31,10.7,0
21/07/2021,30.8,4.4,0
22/07/2021,30.8,1,0
23/07/2021,29.8,0.1,0.3
24/07/2021,29,0.8,0.3
25/07/2021,29.8,2.6,0.1
26/07/2021,31.2,8.8,0
27/07/2021,32.2,11.9,0
28/07/2021,32,10.4,0
29/07/2021,32.7,9.5,0
30/07/2021,31.9,5.3,0
31/07/2021,33,9.3,0
01/08/2021,33.1,8,0
02/08/2021,31.4,1.4,0
03/08/2021,32.6,6.5,0
04/08/2021,32.3,5.2,0
05/08/2021,32.2,7.5,0
06/08/2021,33.2,11.4,0
07/08/2021,34.4,10,0
08/08/2021,32,9.1,0
09/08/2021,31.4,10.3,0
10/08/2021,31.7,10.7,0
11/08/2021,30.3,8.4,0
12/08/2021,31,7.1,0
13/08/2021,30.4,7.8,0
14/08/2021,31.2,7.5,0
15/08/2021,29.2,6.2,25.5
16/08/2021,29.4,9.9,0.5
17/08/2021,30.3,10.5,0
18/08/2021,31,11,0
19/08/2021,30.9,11.2,0
20/08/2021,30,11.1,0
21/08/2021,29.7,10.4,0
22/08/2021,30.7,10.3,0
23/08/2021,30.5,10.1,0
24/08/2021,30,11.4,0
25/08/2021,29.7,11.2,0
26/08/2021,29.6,11,0
27/08/2021,28.5,9.5,1.1
28/08/2021,28.4,10.4,0
29/08/2021,27,5.2,9
30/08/2021,27.1,2.3,9.7
31/08/2021,27.2,0.7,6.8
01/09/2021,27.7,8.3,0
02/09/2021,27.4,2.9,0
03/09/2021,27.6,5,15
04/09/2021,27.4,4.3,0
05/09/2021,28.1,8.7,0
06/09/2021,28.6,9.3,0
07/09/2021,26.5,0.8,3.7
08/09/2021,28.2,7.8,5.3
09/09/2021,26,0.1,52.4
10/09/2021,25.2,0.6,12.9
11/09/2021,25,0,177
12/09/2021,25,0,61
13/09/2021,25.6,0,60
14/09/2021,28.5,8.7,4.3
15/09/2021,27.6,9.5,24.7
16/09/2021,27.2,9.4,0
17/09/2021,27.3,9.9,0
18/09/2021,27.8,7.5,0
19/09/2021,27.6,7.8,3.4
20/09/2021,27.3,8.7,0
21/09/2021,27.4,4.1,0.4
22/09/2021,27,3.1,0
23/09/2021,24.9,0,21.8
24/09/2021,27.5,4.2,93.6
25/09/2021,27.8,8.9,0.1
26/09/2021,27.4,9.1,0
27/09/2021,27.5,9.9,0
28/09/2021,27.8,8.2,0
29/09/2021,28.2,9.3,0
30/09/2021,28,10.4,0
01/10/2021,27.8,9.8,0
02/10/2021,27.9,9.9,0
03/10/2021,27.8,9.2,0
04/10/2021,26.6,5.8,33.1
05/10/2021,26.2,3.7,7.3
06/10/2021,24.8,0,85.3
07/10/2021,25.7,0,26.7
08/10/2021,25.4,0,74.9
09/10/2021,27.7,7.4,0.6
10/10/2021,27.6,8,0
11/10/2021,28.1,8.5,0
12/10/2021,25.2,0,42.2
13/10/2021,23.7,0,33.5
14/10/2021,24.5,0.5,5.2
15/10/2021,26,0.8,14.5
16/10/2021,24.2,0,225.4
17/10/2021,24.8,0,220
18/10/2021,23.8,0,2
19/10/2021,23.2,0,0.5
20/10/2021,25.6,4.2,0
21/10/2021,26.6,9.8,0
22/10/2021,24,0,121.8
23/10/2021,21,0,221.9
24/10/2021,21.4,0,170.4
25/10/2021,21.4,0,39.1
26/10/2021,23.4,1.3,4.2
27/10/2021,24.7,0,56.1
28/10/2021,26,4.7,21.9
29/10/2021,25.2,0,23.3
30/10/2021,25.5,0.8,8.4
31/10/2021,25.9,5.4,0
01/11/2021,24.3,0.9,20.8
02/11/2021,25.3,6.8,1.7
03/11/2021,26.2,9,0
04/11/2021,26,3.6,0
05/11/2021,26.1,10,0
06/11/2021,26.3,9.6,0
07/11/2021,26.1,9,0
08/11/2021,23.4,0,237.1
09/11/2021,19.9,0,32.2
10/11/2021,19.7,0,26.4
11/11/2021,19.9,0,1.2
12/11/2021,21.6,0,0.7
13/11/2021,21.3,0,37.9
14/11/2021,20.4,0,12.6
15/11/2021,21.1,0,31.5
16/11/2021,24,1.2,2.5
17/11/2021,25.1,0.4,71.4
18/11/2021,24.8,0,7.1
19/11/2021,23.8,3.6,3.1
20/11/2021,24.6,9.6,0
21/11/2021,25,9.7,0
22/11/2021,25,5.4,6
23/11/2021,21.6,0,116.3
24/11/2021,18.6,0,60.2
25/11/2021,18.6,0,30.2
26/11/2021,20,0,12.2
27/11/2021,21.4,0,0.2
28/11/2021,21.6,0,35.9
29/11/2021,21,0,70.5
30/11/2021,22.5,1.1,8.2
01/12/2021,20.3,0,3.1
02/12/2021,19.6,0.3,1
03/12/2021,19.1,0.6,1.2
04/12/2021,18.7,6.8,0
05/12/2021,19.1,0,0
06/12/2021,19.6,0,0
07/12/2021,18.5,1.4,0.6
08/12/2021,19.2,0,3.1
09/12/2021,22.2,7,5.7
10/12/2021,21.4,6.3,0.5
11/12/2021,21,0.7,0.6
12/12/2021,21.8,0,22
13/12/2021,20.8,0,10.1
14/12/2021,19.7,0,29
15/12/2021,21,0.1,0.7
16/12/2021,22.9,0,0.1
17/12/2021,23.3,0,2
18/12/2021,21.1,0,43.8
19/12/2021,19,0,41
20/12/2021,18.4,0,4
21/12/2021,19.2,0,0.1
22/12/2021,19.7,0,2.6
23/12/2021,20.8,0,2.6
24/12/2021,22,0.7,0
25/12/2021,21.6,0,27.9
26/12/2021,21.4,0,157.1
27/12/2021,20.4,0,77.3
28/12/2021,18.8,0,32.4
29/12/2021,19,0,16.7
30/12/2021,20.8,0.9,4.7
31/12/2021,20.8,1,0.5

